word1,word2,pivot,label,RelatedTo_att1,RelatedTo_att2,IsA_att1,IsA_att2,UsedFor_att1,UsedFor_att2,HasContext_att1,HasContext_att2,PartOf_att1,PartOf_att2,CapableOf_att1,CapableOf_att2
cushion,carpet,talons,0,1,1,1,1,1,1,0,1,1,0,1,1
zebra,cheetah,motorcycles,0,1,1,1,0,1,1,1,0,0,1,0,0
cap,helmet,visor,1,1,1,1,1,1,0,0,0,0,0,0,1
cockroach,alligator,peeling,0,1,1,1,1,0,0,0,0,0,1,1,0
clam,pumpkin,address,0,1,1,1,1,1,1,1,1,0,0,0,1
pigeon,crow,reading,0,1,1,1,1,1,1,1,0,0,1,1,1
bathtub,bucket,cups,0,1,1,1,1,1,1,1,0,0,1,0,1
car,tractor,sly,0,1,1,0,1,1,1,1,0,0,0,1,1
pants,sweater,cuffs,1,1,1,1,1,1,1,1,1,0,1,1,0
cage,tray,cloves,0,1,1,0,1,1,1,0,1,0,0,1,0
onions,broccoli,kilt,0,1,1,1,1,1,1,0,1,0,1,0,1
helmet,jacket,sandwiches,0,1,1,1,1,1,1,0,0,0,0,1,1
beetle,wasp,pain,0,1,1,1,1,1,1,0,1,0,0,1,1
tent,trailer,poles,1,1,1,1,1,1,0,1,0,0,0,0,1
stereo,mixer,electronic,1,1,1,1,1,1,1,0,1,0,1,1,1
spider,beetle,crawls,0,1,1,0,1,1,0,0,0,1,0,0,1
parsley,tomato,message,0,1,1,1,1,1,1,0,0,1,0,0,1
trombone,harp,hat,0,1,1,1,1,0,0,1,0,0,0,1,1
beans,parsley,farms,0,1,1,1,1,1,1,0,1,0,0,0,1
shed,cottage,fires,0,1,1,1,1,1,1,1,0,1,1,0,1
chain,belt,enamel,0,1,1,1,1,1,1,0,0,0,0,1,1
screwdriver,pliers,heads,1,1,1,1,1,1,1,1,1,1,0,0,1
emerald,bracelet,carving,0,1,1,1,1,1,1,0,0,1,0,0,0
pumpkin,asparagus,seeds,1,1,1,1,1,1,0,0,0,0,0,0,1
rabbit,sheep,ears,1,1,1,1,1,1,1,1,1,1,1,0,1
goose,chicken,things,0,1,1,1,1,1,1,0,1,1,0,1,1
jeans,jacket,zipper,0,1,0,1,1,1,0,0,1,0,0,1,1
peach,blueberry,pit,1,1,1,1,1,0,1,1,1,0,0,1,1
catfish,salmon,dogs,0,1,1,1,1,1,1,1,0,0,1,1,0
scissors,screwdriver,blades,1,1,1,1,1,1,1,0,0,1,1,0,1
biscuit,raisin,pest,0,1,1,1,1,1,1,0,1,0,1,1,1
bed,curtains,springs,1,1,1,1,1,1,1,0,0,0,1,1,1
crossbow,bolts,string,1,1,1,0,0,1,0,0,0,0,0,0,1
brush,tray,nutritious,0,1,0,1,1,1,1,1,0,0,0,0,0
robe,sweater,cloth,1,1,1,1,1,1,1,1,0,0,0,0,1
falcon,pigeon,rodents,1,1,1,1,0,1,1,0,1,0,0,1,1
pants,jacket,seams,1,1,1,1,1,1,1,1,0,1,1,1,0
birch,oak,herds,0,1,1,1,1,1,1,1,1,0,0,0,1
celery,asparagus,bars,0,1,1,1,1,1,0,0,0,0,1,1,0
lion,elephant,colourful,0,1,1,1,1,1,1,1,0,0,0,1,1
leopard,frog,records,0,1,1,1,1,0,0,0,0,0,0,1,1
iguana,crocodile,bugs,1,1,1,1,1,1,0,0,0,1,1,1,1
skirt,blouse,materials,1,1,0,1,1,1,1,1,0,0,1,1,1
gown,shawl,silk,1,1,1,1,1,1,1,0,0,0,1,0,1
banjo,whistle,spacious,0,0,1,1,1,1,1,0,0,1,0,0,0
typewriter,keyboard,bell,1,1,1,1,0,1,0,0,1,1,1,1,1
stereo,plug,deck,1,1,1,1,1,1,0,1,0,0,0,1,1
shovel,sledgehammer,bee,0,1,1,1,0,1,1,1,0,0,0,1,1
catfish,eel,fins,1,1,1,1,1,1,0,0,1,0,0,0,1
lamb,bread,slug,0,1,1,1,0,1,1,0,1,0,1,1,1
broom,wand,kings,0,1,1,1,1,1,1,0,1,0,0,1,1
eggplant,cauliflower,grand,0,1,1,1,1,1,1,0,0,0,0,0,1
keyboard,harp,electrical,1,0,1,1,1,0,0,1,1,0,0,1,1
bayonet,sword,lamb,0,1,1,1,1,1,0,1,0,0,0,0,1
shoes,dress,suede,1,1,1,1,1,0,0,1,0,1,0,0,1
cauliflower,lettuce,fries,0,1,1,1,1,1,1,1,1,0,0,1,0
bull,ox,mice,0,1,1,1,1,1,1,1,0,1,0,0,1
sink,fridge,laundry,0,1,0,1,1,1,1,1,0,0,0,1,1
desk,bed,sinks,0,1,1,1,0,0,0,0,0,1,1,0,1
lime,pear,mask,0,0,1,1,1,1,1,0,0,0,0,1,1
rattlesnake,squirrel,bites,1,1,1,1,1,1,1,0,0,0,1,1,1
grapefruit,pear,spring,0,1,1,0,1,1,1,0,1,0,1,1,0
cushion,jacket,spanish,0,1,1,1,1,1,1,1,1,0,0,1,0
saucer,balloon,stamp,0,1,1,1,1,1,1,0,0,1,1,0,1
yacht,ship,sails,0,1,1,1,1,1,1,0,1,0,1,0,1
celery,pumpkin,stalks,1,1,1,1,1,1,1,1,0,0,0,1,0
trousers,gown,lining,0,1,1,1,1,1,1,0,0,1,1,1,1
cockroach,wasp,holes,0,1,1,1,0,0,0,0,0,0,0,1,0
eggplant,beans,summer,0,0,0,1,1,0,1,1,1,0,0,1,0
snail,clam,antennae,1,0,1,1,1,0,1,0,0,1,0,0,1
mittens,socks,colourful,1,1,1,0,1,1,0,0,0,1,0,1,0
mittens,shawl,nuclear,0,1,1,1,1,1,1,0,1,0,0,1,0
cap,sweater,logos,1,1,1,1,1,1,1,0,0,1,0,1,1
rabbit,elephant,collecting,0,1,1,1,1,1,1,0,1,0,1,1,1
jacket,robe,sign,0,1,1,1,0,0,0,1,0,1,0,1,0
cougar,caribou,animals,1,1,1,1,1,1,1,0,0,0,1,1,1
grape,pineapple,purple,1,1,1,1,1,1,1,0,0,1,1,0,1
onions,lemon,pickles,0,1,1,1,1,1,1,0,1,1,0,0,1
jacket,shirt,sleeves,0,1,1,1,1,1,1,1,0,0,1,1,0
cucumber,pineapple,seeds,1,1,1,1,1,1,1,1,0,0,0,1,1
basement,garage,cement,1,1,1,1,1,1,1,0,0,1,0,0,1
goldfish,catfish,cities,0,1,1,1,1,0,1,0,1,0,0,0,1
blouse,jeans,erasable,0,1,1,1,1,1,1,1,0,0,1,1,0
mink,coyote,animals,1,1,1,1,1,1,1,0,0,1,0,0,1
skirt,dress,untangling,0,1,0,1,1,1,1,0,0,0,0,1,1
sweater,dress,sticks,0,1,1,1,1,1,0,0,0,0,0,1,0
lettuce,beets,diamond,0,1,1,1,1,1,0,0,1,1,0,1,0
cushion,carpet,square,1,1,1,1,1,1,1,1,1,0,0,0,1
fan,rocker,tales,0,1,1,1,1,0,1,0,0,1,0,1,1
calf,bull,ovens,0,1,1,1,1,1,1,0,0,0,1,0,1
flea,cat,bites,1,1,1,1,1,0,1,0,0,1,0,1,0
wheelbarrow,bucket,carving,0,1,1,1,1,1,1,1,0,0,1,1,1
radish,eggplant,insulation,0,1,1,1,0,1,1,0,1,0,0,1,0
cod,spinach,diamonds,0,1,1,1,1,1,1,0,1,1,0,0,1
microwave,freezer,electrical,0,1,1,1,0,1,1,0,1,0,1,1,1
crab,tuna,claws,1,1,1,1,1,1,1,0,1,0,1,1,1
boat,train,sails,1,1,1,1,1,1,1,0,0,1,0,0,0
worm,beetle,humps,0,1,1,1,1,1,1,0,0,0,0,1,1
blender,dishwasher,container,1,1,0,1,0,1,1,0,0,0,0,1,0
wrench,barrel,sizes,1,1,1,1,1,1,1,1,0,0,0,0,1
frog,turtle,hops,1,1,1,0,1,1,1,0,1,1,1,1,0
rhubarb,celery,wars,0,1,1,1,1,1,1,1,0,0,0,1,0
hook,clamp,curved,1,1,1,1,1,1,1,0,0,1,0,1,1
pliers,screwdriver,sizes,1,0,1,1,1,1,1,0,0,1,1,0,1
radish,beans,loaf,0,1,1,1,1,1,1,0,1,1,0,1,0
wagon,trailer,plug,0,1,1,1,1,0,1,0,0,1,0,1,1
ashtray,doorknob,noise,0,1,1,1,1,1,1,0,0,0,0,1,1
cheetah,panther,bands,0,1,1,0,1,1,0,0,0,0,1,0,1
strawberry,tomato,plucking,0,1,1,1,0,1,1,1,1,0,0,1,1
celery,avocado,stalks,1,1,1,1,1,1,1,0,1,1,0,1,0
owl,duck,flies,0,1,1,1,1,0,1,1,1,0,1,0,0
screws,bolts,bands,0,1,1,1,1,1,1,0,1,1,0,0,0
scarf,jacket,guard,0,1,1,1,1,1,1,1,0,1,0,1,0
cucumber,garlic,seeds,1,1,1,1,1,1,1,1,0,0,0,1,1
rattlesnake,iguana,rodents,1,1,1,1,1,1,1,0,1,0,1,1,1
tray,bag,mask,0,1,1,1,1,1,1,0,0,1,0,1,1
ox,goose,hops,0,1,1,1,1,0,1,1,0,1,0,1,0
bra,shirt,wires,1,1,1,1,1,1,1,0,0,0,0,1,0
shovel,tongs,girls,0,1,1,1,1,1,1,0,1,0,1,1,1
stork,pelican,hunts,0,1,1,1,1,1,1,0,1,1,1,0,1
chandelier,lamp,electrical,0,1,1,1,1,1,1,0,0,0,0,1,1
prune,raisin,pit,1,1,1,0,1,1,1,0,0,0,0,0,1
frog,cat,allergies,0,1,1,1,1,0,1,1,1,1,0,1,0
sailboat,boat,sports,0,0,1,1,1,1,0,0,0,0,0,0,1
scissors,screwdriver,beer,0,1,1,0,1,1,1,1,0,0,0,0,1
saddle,wheel,stirrups,1,1,1,1,0,1,0,1,0,0,0,1,1
crayon,pencil,frozen,0,1,1,1,1,0,1,1,1,1,0,0,1
shawl,curtains,beaches,0,1,1,1,1,1,1,0,1,0,1,0,1
flute,banjo,holes,1,0,1,1,0,0,1,0,1,1,0,1,0
lobster,shrimp,plush,0,1,1,1,1,1,1,0,1,0,1,1,1
coat,skirt,sleeves,1,1,1,1,1,1,0,1,0,0,0,1,1
owl,woodpecker,flies,0,1,1,1,1,0,1,1,1,0,0,0,1
caribou,hyena,springs,0,1,1,1,1,1,1,0,0,0,0,1,1
catfish,eel,scales,1,1,1,1,1,0,1,0,0,0,1,1,0
buffalo,bison,migrates,0,1,1,1,1,1,0,0,1,0,1,1,1
helmet,shirt,modern,0,1,1,1,1,1,1,1,1,0,0,1,0
comb,razor,bathrooms,0,1,1,1,1,0,1,0,0,1,0,1,1
board,bureau,shade,0,0,1,0,1,1,1,1,0,0,0,1,1
ox,elk,grass,1,1,1,1,1,0,0,1,0,0,0,0,1
broom,spade,bristles,1,1,1,1,1,1,1,0,0,1,0,1,0
shovel,ladle,soup,0,1,0,1,1,1,1,0,1,1,0,0,0
olive,cucumber,guacamole,0,1,1,1,1,1,1,1,0,0,0,1,1
otter,skunk,weddings,0,1,1,1,1,1,1,0,0,0,1,1,1
lime,grapefruit,bursts,0,1,1,1,1,0,1,0,0,0,0,1,1
sweater,dress,sleeves,0,1,1,1,1,1,1,1,1,0,1,1,1
eggplant,broccoli,cooks,0,1,1,0,1,1,1,0,1,1,0,1,0
blender,dishwasher,blades,1,1,1,1,1,1,1,0,1,0,0,0,1
banjo,cello,quacks,0,1,1,0,1,1,1,0,0,0,0,1,1
spider,butterfly,crawls,1,1,1,0,1,1,1,1,0,1,1,0,1
hoe,fork,captains,0,1,1,0,1,1,1,0,0,0,0,1,0
raven,buzzard,floors,0,1,1,1,1,1,1,1,1,1,1,1,1
hornet,falcon,shirt,0,1,1,1,1,1,1,0,0,0,1,0,1
shoes,gown,reward,0,1,1,1,1,0,0,1,0,0,0,0,1
jeans,dress,fades,1,1,1,0,1,1,1,1,0,0,0,1,1
jacket,shirt,buttons,0,1,1,1,1,1,1,0,1,0,0,0,1
paintbrush,crayon,spokes,0,0,1,1,1,0,1,0,1,1,0,1,0
butterfly,crocodile,sideways,0,1,1,1,1,0,1,1,0,1,0,1,1
rhubarb,beans,repelling,0,1,1,1,1,1,1,1,0,0,1,0,0
pencil,brush,eraser,1,1,1,1,1,1,1,1,0,0,0,1,1
grapefruit,cantaloupe,washing,0,1,1,1,1,0,1,1,0,0,0,1,1
pan,garlic,coating,1,1,1,1,1,0,1,1,0,0,0,1,1
broccoli,peas,burrows,0,1,1,1,1,1,1,0,0,0,0,1,1
crocodile,whale,scales,1,1,1,1,1,1,1,1,1,0,0,1,0
banana,lemon,tart,0,1,0,0,1,1,1,1,1,0,0,1,1
pineapple,cheese,frog,0,1,1,1,1,1,1,0,0,0,1,0,1
rocket,garlic,benches,0,1,1,1,1,1,1,0,0,1,1,0,1
boat,helicopter,waves,0,1,1,0,1,1,1,0,0,1,0,1,1
sword,dagger,securing,0,1,1,1,1,1,1,0,1,1,0,0,1
tongs,ladle,off,0,1,1,1,1,1,1,0,0,0,0,0,1
cucumber,avocado,holders,0,1,1,1,1,1,0,0,0,1,0,0,1
stick,rope,rectangular,0,1,1,1,1,0,1,1,0,0,1,1,1
shoes,boots,suede,1,1,1,1,1,0,1,0,0,0,0,1,1
boat,ship,motor,1,0,1,0,1,0,1,1,0,0,1,0,1
mirror,lamp,cider,0,1,1,1,1,1,1,1,0,1,1,1,1
mittens,pants,saucer,0,1,1,1,0,0,1,1,1,0,0,0,0
vulture,woodpecker,claws,1,1,0,1,1,0,1,0,1,1,1,1,1
plum,prune,rug,0,1,1,1,1,1,1,0,1,1,0,1,1
socks,slippers,rolls,0,1,1,1,1,1,0,1,0,1,1,1,1
hook,pin,airplanes,0,1,1,1,1,1,1,0,1,1,0,0,0
pie,chicken,catching,0,1,1,1,1,1,0,0,1,1,0,1,0
pie,beans,crust,1,1,1,1,1,1,0,1,1,1,1,1,0
accordion,banjo,buttons,1,1,1,1,1,1,1,1,1,0,1,1,1
sink,drain,porcelain,1,1,1,1,1,1,1,0,1,0,1,1,0
pan,oven,criminals,0,1,1,1,1,1,1,0,0,1,0,0,1
strawberry,grapefruit,seeds,0,1,1,1,1,1,1,0,0,0,0,1,1
bra,shoes,lacy,1,1,1,1,1,0,1,0,1,0,0,1,0
hawk,hornet,cans,0,1,0,1,1,1,0,1,1,0,0,1,1
screwdriver,corkscrew,liquids,0,1,1,1,1,1,1,0,1,0,1,1,0
thimble,doorknob,showers,0,1,1,1,1,1,1,1,1,0,0,0,1
hawk,moth,flies,0,1,1,1,1,0,1,0,0,0,1,0,0
jeans,sweater,ground,0,1,1,1,1,1,1,1,0,0,0,1,1
mole,mouse,romaine,0,1,1,1,1,1,1,1,0,0,1,0,1
radish,cauliflower,sizes,0,0,1,1,1,1,0,0,0,0,1,1,0
sofa,couch,baking,0,1,1,1,1,1,1,0,1,1,0,1,1
bridge,house,working,0,0,1,0,1,1,0,0,1,1,0,0,1
peas,rice,melon,0,1,1,1,0,1,1,1,0,0,1,1,1
frog,catfish,hops,1,1,1,0,1,1,1,0,0,1,0,0,1
pliers,bolts,handles,1,1,0,1,1,1,1,0,1,0,0,1,1
duck,asparagus,flies,1,1,1,0,1,0,1,1,0,0,0,1,1
stork,pelican,articles,0,1,1,0,1,1,1,0,0,0,0,1,0
fork,bucket,patterns,0,1,1,1,0,1,1,0,0,1,0,1,1
fork,tongs,prongs,1,1,1,1,1,1,1,0,0,0,0,1,0
onions,carrot,bulbs,1,1,1,1,1,0,1,0,0,0,0,1,0
lion,cougar,cab,0,1,1,1,1,1,1,0,0,0,0,0,0
dress,pants,sleeves,1,1,1,1,1,1,1,0,1,0,0,1,1
bathtub,fridge,drain,1,1,1,1,1,1,1,1,1,1,0,0,1
trailer,car,poison,0,1,1,1,0,1,1,0,0,0,0,0,1
grape,raspberry,seeds,0,1,1,1,1,1,1,1,0,1,1,1,0
cockroach,worm,caught,0,1,1,1,1,1,1,0,1,0,1,1,1
sandals,sweater,convertible,0,1,1,1,1,1,1,1,0,1,0,1,1
knife,hook,cheese,0,1,1,0,1,1,1,0,0,0,0,1,1
raven,goose,flies,0,1,1,1,1,1,1,1,0,1,1,0,0
lamp,mirror,cord,1,1,1,0,1,1,1,0,0,1,0,1,1
bookcase,desk,smith,0,1,1,1,1,1,0,0,0,1,1,1,0
cottage,bedroom,blades,0,1,1,1,1,1,1,0,0,1,1,0,0
alligator,catfish,ink,0,1,1,1,1,1,1,1,1,0,0,0,1
crocodile,walrus,grass,0,1,1,1,1,1,1,0,0,1,0,1,0
balloon,rocket,rubber,1,1,1,1,1,0,1,1,0,1,1,1,1
cranberry,plum,powerful,0,1,1,1,1,1,0,0,0,0,1,0,0
cauliflower,celery,collar,0,1,1,1,1,0,1,1,0,0,0,1,0
radish,zucchini,stem,0,1,1,0,1,1,1,0,1,1,1,1,1
mink,deer,animals,1,1,1,1,1,0,0,1,0,1,1,1,1
frog,squirrel,webs,0,1,0,1,1,1,1,1,0,1,1,1,0
coat,skirt,buttons,1,1,1,1,1,1,0,0,1,0,0,1,1
skunk,beaver,tales,0,1,0,1,1,1,1,1,1,0,1,1,0
fan,rock,propeller,1,1,1,1,1,1,1,0,0,1,1,1,1
apple,pie,seeds,1,1,1,1,1,1,1,0,0,0,1,1,1
broccoli,beans,spacious,0,1,1,1,1,1,1,1,0,1,0,1,1
surfboard,scooter,fins,1,0,0,1,1,1,0,0,1,1,0,0,1
jeans,sweater,buttons,1,1,1,1,1,1,0,0,0,1,0,1,1
bucket,hose,extermination,0,1,1,1,1,1,1,0,1,0,1,1,1
radish,rhubarb,nests,0,1,1,1,1,0,1,1,0,0,0,1,1
rocker,rock,typing,0,1,1,1,1,1,1,1,1,1,0,0,0
zebra,giraffe,herds,1,1,1,1,1,1,1,0,0,0,0,1,1
basket,lemon,moos,0,0,1,0,1,0,1,0,0,1,0,1,1
cabin,hut,fireplaces,1,1,1,1,1,0,1,0,1,0,0,1,1
sheep,bison,vines,0,1,1,1,0,1,1,1,0,1,0,1,1
mittens,vest,clasps,0,1,1,1,1,1,1,0,0,0,0,1,1
pineapple,cucumber,manual,0,1,1,1,1,1,1,0,1,0,0,0,1
vest,sweater,zipper,1,1,1,1,1,1,0,0,0,0,1,1,1
cage,wheel,bars,1,1,1,1,1,1,1,1,0,0,1,1,1
shell,gun,damp,0,1,1,1,1,0,0,0,0,0,0,0,0
biscuit,raisin,trainable,0,1,1,1,1,1,0,1,1,0,0,1,1
panther,cheetah,buttons,0,1,1,0,1,1,0,0,0,0,1,1,1
wall,marble,drywall,1,1,1,0,1,1,1,0,0,1,0,0,1
mat,tray,hanging,0,1,1,1,1,1,0,0,1,0,0,1,0
orange,garlic,pulp,1,1,1,1,1,1,1,0,1,0,0,0,1
wand,bracelet,things,0,1,1,1,1,1,1,1,0,1,0,1,1
football,cup,stitching,1,1,1,1,1,1,1,1,0,1,1,1,0
belt,jacket,holes,1,1,0,1,1,1,1,0,0,0,0,1,1
pan,dish,lid,1,1,1,1,1,0,1,0,0,1,1,1,1
swimsuit,sandals,materials,1,1,1,1,1,0,1,1,0,0,0,1,1
cow,cheese,privacy,0,1,1,1,1,1,1,0,0,1,1,1,1
camel,calf,beige,1,1,1,1,1,1,1,0,0,0,1,0,1
camel,moose,relaxing,0,1,1,1,1,0,1,0,1,1,1,1,0
shield,coat,headboard,0,1,1,1,0,1,1,1,0,0,1,1,1
corn,pumpkin,sailors,0,1,1,1,1,1,0,1,0,0,1,0,1
cushion,carpet,point,0,1,1,1,1,1,1,0,0,0,1,1,1
cap,apron,visor,1,1,1,1,1,1,1,0,1,0,0,1,1
cushion,bag,frogs,0,1,1,0,0,1,1,0,0,0,0,1,1
tray,bag,square,1,1,1,1,1,1,1,0,1,0,0,1,1
parakeet,woodpecker,bill,0,1,1,1,1,0,0,1,0,0,1,1,0
lion,dog,emergencies,0,1,1,1,1,1,1,0,0,1,0,1,1
corn,potato,husks,1,1,1,1,1,1,0,0,1,0,0,1,1
camisole,bra,bugs,0,1,1,1,1,0,1,0,0,1,0,0,1
door,curtains,airplanes,0,1,1,1,1,1,0,0,1,0,0,0,1
jeep,camel,pools,0,1,1,1,1,1,0,1,0,0,0,0,1
tractor,truck,trucking,0,1,1,1,1,1,1,1,1,0,0,1,1
partridge,hare,flies,1,1,1,1,1,1,1,0,0,1,0,1,1
razor,sword,battle,0,1,1,1,1,1,1,0,1,0,1,1,0
lettuce,asparagus,old-fashioned,0,1,0,1,1,1,1,0,1,0,0,1,1
strawberry,coconut,seeds,1,1,1,0,1,1,0,1,0,0,0,0,0
radish,peas,lighthouse,0,1,1,1,0,1,1,0,0,0,0,0,1
veil,coat,cooking,0,1,1,1,1,1,1,0,0,0,0,1,0
eel,sardine,melts,0,1,1,1,1,1,0,0,0,0,0,1,0
prune,pear,tops,0,0,1,1,1,1,1,0,0,0,0,1,0
sink,bucket,achievements,0,1,1,1,1,1,1,0,1,0,0,1,0
vest,blouse,fabrics,1,1,1,1,1,1,1,0,1,1,0,1,0
frog,bat,libraries,0,1,1,1,1,1,1,0,0,1,1,1,0
turnip,potato,poultry,0,1,1,1,1,1,0,1,0,1,0,1,1
raisin,plum,cobs,0,1,1,1,1,0,1,1,0,0,0,1,1
shelves,freezer,dolls,0,1,1,1,1,1,1,1,0,0,0,1,1
cheese,asparagus,product,0,1,1,1,1,1,1,0,0,0,0,1,0
pheasant,lamb,lifting,0,1,1,1,1,1,1,0,0,0,1,1,1
moth,wasp,flies,0,1,1,1,1,1,1,0,0,1,0,1,1
knife,gun,noise,0,1,1,1,1,1,1,0,1,0,1,1,1
honeydew,nectarine,seeds,1,1,1,1,1,1,1,0,0,0,0,1,0
microwave,dishwasher,turntable,1,1,1,1,1,1,0,0,0,0,1,1,1
apron,robe,cats,0,1,0,1,1,1,1,0,0,0,0,1,1
urn,ashtray,bill,0,1,1,1,1,1,1,0,0,0,0,1,1
bag,bucket,handles,1,1,1,1,1,0,1,1,0,1,0,1,0
sink,shelves,drain,1,1,1,1,1,1,0,1,1,0,0,1,0
elk,cougar,antlers,1,1,1,1,1,1,0,0,0,0,0,1,1
toaster,fridge,electrical,0,1,1,1,1,1,1,1,1,1,0,1,1
stool,chair,engraved,0,1,1,1,1,1,1,0,0,1,0,1,0
screwdriver,pin,frame,0,1,1,1,1,0,1,1,1,0,1,0,0
carrot,pumpkin,crustacean,0,1,1,1,0,1,1,1,1,1,0,1,0
shrimp,seaweed,grass,0,1,1,1,1,0,1,1,1,0,1,0,1
bridge,cottage,nuclear,0,1,1,1,1,1,1,0,1,1,0,1,0
mat,bag,rubber,1,0,1,1,1,0,1,1,1,1,1,1,0
olive,parsley,pit,1,1,1,1,1,1,1,0,1,0,1,1,0
beaver,deer,hollow,0,1,1,1,1,0,1,0,1,1,1,0,0
shotgun,grenade,clothes,0,1,1,1,1,1,1,0,1,0,0,1,1
brick,building,rectangular,1,1,1,1,1,0,1,0,0,1,1,0,1
bison,caribou,herds,0,1,1,1,1,1,1,1,0,1,0,0,0
pheasant,lobster,independent,0,1,1,1,0,0,1,0,0,0,0,1,1
orange,cherry,sections,1,0,1,1,1,1,1,0,0,1,0,0,0
seal,whale,spoon,0,1,1,1,0,1,0,0,0,0,1,1,0
buffalo,goat,barrier,0,1,1,0,1,1,1,0,1,0,0,0,1
canoe,sailboat,fibreglass,1,1,0,1,1,1,1,1,0,1,0,1,0
cage,tray,poles,0,1,1,1,1,0,1,0,0,1,0,1,1
squid,shrimp,ink,1,1,1,1,1,1,1,0,0,0,1,0,1
dress,trousers,circuses,0,1,1,1,1,1,1,0,0,0,0,0,1
kettle,stove,plug,1,1,1,1,1,1,1,1,0,0,0,1,1
bear,caribou,migrates,0,1,1,1,1,1,0,0,0,0,1,0,1
jacket,scarf,privacy,0,1,1,1,1,1,1,0,0,0,0,0,1
subway,train,orchestras,0,1,1,1,1,1,1,1,0,0,0,1,1
bullet,bomb,ponds,0,1,1,1,0,1,1,0,1,0,0,0,1
cucumber,radish,seeds,1,1,1,1,1,1,1,0,1,1,0,0,1
whale,deer,temperatures,0,1,1,1,1,1,0,0,0,1,0,0,1
accordion,trombone,candles,0,1,1,1,1,1,0,1,1,1,0,1,1
crab,shrimp,claws,1,1,1,0,1,1,1,0,1,1,1,1,1
prune,pear,seeds,1,1,1,0,1,1,1,0,0,1,0,1,1
tricycle,scooter,bars,0,1,1,1,1,1,1,0,0,0,0,1,1
gun,grenade,value,0,1,1,0,0,1,1,1,1,1,0,0,1
shirt,jacket,buttons,0,1,1,1,1,0,1,0,0,0,0,0,0
leopard,buffalo,rabbit,0,1,1,1,1,0,0,0,1,0,0,1,0
candle,cigarette,burns,1,1,1,1,0,1,1,0,0,0,0,1,1
wrench,tap,sizes,1,1,1,1,1,0,1,1,0,0,1,1,1
cedar,willow,curved,0,1,1,1,1,1,1,1,0,0,0,1,0
pear,cheese,cloth,0,1,1,1,1,1,0,1,1,0,0,1,0
cantaloupe,beans,seeds,1,1,1,1,1,0,1,1,0,0,1,1,1
jacket,scarf,zipper,1,1,1,1,1,1,1,0,0,1,0,0,0
snail,clam,slow,1,0,1,1,1,1,1,0,0,1,1,1,0
coyote,leopard,monarch,0,1,1,1,1,1,1,0,1,0,1,1,1
turtle,dove,scary,0,1,1,1,1,1,0,0,1,0,1,1,1
tiger,horse,stem,0,1,1,1,1,1,1,0,1,1,1,1,1
cedar,willow,vampires,0,1,1,1,1,1,1,0,0,0,0,1,1
rocket,airplane,flies,1,1,1,1,1,0,1,0,1,0,0,1,1
bike,tractor,prices,0,1,0,1,1,1,1,0,1,0,1,1,0
alligator,leopard,sports,0,1,1,1,1,1,1,0,0,0,0,1,1
spinach,peas,arrows,0,1,1,1,1,1,1,1,1,0,0,1,1
panther,bear,sleek,1,1,1,1,1,1,1,0,1,0,0,1,1
bison,goat,edges,0,1,1,1,1,0,1,1,1,0,0,0,1
accordion,whistle,buttons,1,1,1,1,1,1,1,1,0,0,0,1,1
raft,balloon,rubber,0,1,1,1,1,1,0,1,0,0,1,1,1
oriole,parakeet,combing,0,1,1,1,1,0,1,1,0,0,1,0,1
skirt,sweater,pleats,1,1,1,1,0,1,1,0,0,0,0,1,1
falcon,hornet,rodents,1,1,1,1,1,1,0,0,1,0,0,0,1
church,bridge,point,0,1,1,1,1,1,1,1,0,0,0,1,1
pot,mug,sizes,1,1,1,0,1,1,1,0,1,0,0,1,1
rabbit,chicken,ears,1,1,1,1,0,1,0,0,0,0,0,1,1
desk,table,forests,0,1,1,1,0,0,1,1,0,0,1,0,0
chipmunk,squirrel,milkshakes,0,1,1,0,1,1,1,0,0,0,0,1,1
bottle,jar,lid,0,0,1,1,1,0,1,1,1,0,0,1,0
seaweed,spinach,plums,0,1,0,1,0,1,1,0,0,0,0,1,1
rooster,frog,comb,1,1,1,1,1,1,1,0,1,1,0,1,1
camel,bull,beige,1,1,1,0,1,0,0,0,0,0,1,1,1
pin,rope,quills,0,1,1,1,1,1,1,1,1,0,1,1,0
napkin,gown,cloth,1,1,1,1,0,1,1,0,0,0,1,0,1
trousers,coat,buttons,0,0,1,1,1,1,1,1,1,0,0,0,1
lime,raspberry,cats,0,1,1,1,1,1,0,0,1,1,0,1,1
zucchini,pumpkin,scaly,0,1,1,1,1,1,0,1,1,0,0,1,1
blouse,skirt,buttons,1,1,1,0,1,1,0,0,1,0,1,1,1
avocado,cabbage,pit,1,1,1,1,0,0,0,0,0,1,1,1,0
bullet,barrel,ears,0,1,1,1,1,1,1,1,1,1,0,1,0
cherry,raspberry,pit,1,1,1,1,1,1,1,1,1,0,0,1,1
donkey,dog,sinks,0,1,1,1,1,1,1,0,0,0,0,0,1
dog,elephant,chases,1,1,0,1,1,1,1,0,0,1,0,1,0
corn,cabbage,cobs,1,1,1,0,1,1,1,0,0,1,0,1,0
gate,church,flavours,0,1,0,1,1,1,1,1,0,1,0,0,1
cherry,avocado,pit,1,1,1,1,1,1,0,1,0,0,1,1,1
rabbit,dog,carrots,1,1,1,1,1,1,0,1,1,0,0,0,1
